id,letter,word,type,etymology,definition,added_at
I1539,I,INSTITUTIONNALISER,verbe transitif direct,Étymologie : xxe siècle. Dérivés d’institutionnel.,"Revêtir quelque chose du caractère d’une institution et, par extension, le rendre pérenne, tel qu’on ne puisse pas s’en passer.
Institutionnaliser une pratique.
Pron. à sens passif.
La concertation s’est institutionnalisée dans cette entreprise.",2026-06-04T04:34:09.695Z
I1633,I,INTENTIONNALITÉ,nom féminin,Étymologie : xixe siècle. Dérivés d’intentionnel.,"Marque de domaine : philosophie.
Le fait, pour la conscience, d’être toujours conscience de quelque chose d’autre qu’elle-même, de toujours viser un objet auquel elle confère un sens.
Husserl, en dégageant la notion d’intentionnalité, rejette l’idée d’une conscience distincte de ses contenus.",2026-06-04T04:34:11.709Z
I1779,I,INTERSEXUALITÉ,nom féminin,Étymologie : xxe siècle. Composé d’inter‑ et de sexualité.,"Marque de domaine : biologie.
Le fait d’être intersexué.
Intersexualité d’origine hormonale, génétique.",2026-06-04T04:34:14.785Z
I1780,I,"INTERSEXUÉ, INTERSEXUÉE",adjectif,Étymologie : xixe siècle. Composé d’inter‑ et de sexué.,"Marque de domaine : biologie.
Se dit d’un être humain ou d’un animal qui présente un mélange de caractères sexuels mâles et femelles, ou des caractères sexuels intermédiaires.
Un nouveau-né intersexué.",2026-06-04T04:34:14.850Z
J0150,J,JAUNE,adjectif et nom,"Étymologie : xie siècle, jalne. Issu du latin galbinus, « vert pâle, jaune ».","1. 
Qui, dans le spectre des couleurs, se situe entre le vert et l’orangé ; qui est de la couleur du citron, du safran, de l’or.
Des fleurs jaunes.
Le bec jaune du merle.
Le ruban de la médaille militaire est jaune liseré de vert.
Le métal jaune, nom souvent donné à l’or.
Des bannières jaune et bleu, qui sont de ces deux couleurs à la fois, mais Des bannières jaunes et bleues, qui sont soit jaunes, soit bleues.
▪ Par extension.
Qui tire sur le jaune ; jaunâtre.
Avoir les dents jaunes.
Avec le temps, ces photographies sont devenues toutes jaunes.

▪ Expr.
Être jaune comme un coing, comme un citron, avoir le teint jaune.
Fig.
Avoir un rire jaune et, surtout adverbialement, rire jaune, dissimuler sous une apparence de gaieté son déplaisir, son dépit.

▪ Spécialement.
S’emploie parfois par opposition à une chose de même nature mais d’une autre couleur.
Marque de domaine : anatomie.
Tache jaune, voir Tache.
– Marque de domaine : biologie.
Moelle jaune, constituée essentiellement de tissu adipeux.
Corps jaune, masse jaune issue de la transformation d’un follicule après l’ovulation, et dont les cellules sécrètent, en particulier, la progestérone.

– Marque de domaine : pathologie.
Fièvre jaune, désigne, par métonymie, une très grave maladie virale des zones tropicales d’Afrique et d’Amérique, dont l’ictère est un des symptômes principaux.

– Marque de domaine : métallurgie.
Potin jaune, voir Potin [i].
Or jaune, allié à une faible quantité d’argent.

– Marque de domaine : météorologie.
Un département placé en vigilance jaune, voir Vigilance.

– Marque de domaine : géographie.
Le fleuve Jaune, nom d’un fleuve du Nord de la Chine dont les eaux sont particulièrement troubles en raison de la quantité de limon qu’il charrie.

– Marque de domaine : diplomatie.
Livre jaune, nom donné naguère à des recueils de pièces diplomatiques françaises qui étaient édités, notamment à l’attention des parlementaires, afin d’expliquer les prises de position, la politique du gouvernement.

– Marque de domaine : histoire.
Gants jaunes, voir Gant.
Étoile jaune, voir Étoile.
Le mouvement des gilets jaunes, nom donné à un mouvement populaire, né en octobre 2018, par référence à la couleur des gilets portés par ceux qui en faisaient partie, dénonçant le coût de la vie et les inégalités sociales.
Le mouvement des gilets jaunes s’est surtout développé dans les zones rurales et périurbaines.

– Marque de domaine : politique.
Se dit, par métonymie, des organisations syndicales du début du xxe siècle qui avaient pour emblème un genêt et un gland jaune, et qui s’opposaient aux idées révolutionnaires des syndicats ouvriers dits rouges.
Un syndicat jaune.
Par extension. Subst.
Membre d’une telle organisation syndicale ; désigne, familièrement et péjorativement, un employé qui refuse de prendre part à un mouvement de grève ou s’efforce de le briser.
Dénoncer les jaunes.

– Marque de domaine : sports.
Maillot jaune, porté par le premier au classement général du Tour de France cycliste.
Carton jaune, au football, au rugby et au handball, carton que l’arbitre montre à un joueur et qui a une valeur d’avertissement ou entraîne une expulsion temporaire, par opposition à Carton rouge, qui entraîne une expulsion définitive.

– Marque de domaine : jeux.
Nain jaune, jeu de cartes où l’on utilise un tableau composé de casiers, dans lesquels on place les mises, celui du centre étant orné d’un nain vêtu de jaune qui tient à la main un sept de carreau.

– Marque de domaine : habillement.
Chaussures jaunes, désignait les chaussures de ville marron portées par les hommes, par opposition aux chaussures noires de cérémonie.

– Marque de domaine : œnologie.
Vin jaune, vin du Jura de couleur ambrée, dont le bouquet évoque la noix.



2. 
Vieilli.
Se disait naguère, dans les classements des êtres humains fondés sur la notion arbitraire de race, du groupe constitué de certaines populations asiatiques ou d’origine asiatique, sous prétexte de la pigmentation de leur peau.
Un homme, une femme de race jaune ou, elliptiquement et substantivement, un Jaune, une Jaune.
▪ Par métonymie.
Le péril jaune, expression péjorative apparue au xixe siècle pour dénoncer le risque supposé d’invasions venant d’Extrême-Orient.",2026-06-04T04:37:01.792Z
K0174,K,KREUTZER,nom masculin,"Étymologie : xvie siècle, kreyzers. Emprunté de l’allemand Kreuzer, de même sens, lui-même dérivé de Kreuz, « croix », en raison de la croix représentée à l’origine sur cette pièce de monnaie.","Anciennement.
Monnaie autrichienne en usage du xvie siècle à la fin du xixe siècle.
A aussi désigné l’unité monétaire de divers États du Saint-Empire romain germanique.
(On écrit aussi Kreuzer.)",2026-06-04T04:40:19.822Z
L0594,L,"LESBIEN, LESBIENNE",adjectif,"Étymologie : xviie siècle, au sens 1 ; xixe siècle, au sens 2. Dérivé de Lesbos, nom géographique, avec, pour le sens 2, une référence à la poétesse originaire de Lesbos, Sapho, figure emblématique de l’homosexualité féminine.","1. 
Relatif à l’île grecque de Lesbos, à ses habitants.
Le dialecte lesbien ou, substantivement, le lesbien, le dialecte éolien parlé à Lesbos dans l’Antiquité.

2. 
Se dit d’une femme qui éprouve une attirance sexuelle pour d’autres femmes.
Une adolescente lesbienne.
Subst.
Le mouvement LGBT défend notamment les droits des lesbiennes, des gays, des bisexuels et des transsexuels.
▪ Par extension.
Relatif à l’homosexualité féminine ; qui est propre aux homosexuelles, qui s’adresse à elles.
Les relations lesbiennes des héroïnes des romans de Violette Leduc.
Un bar lesbien.",2026-06-04T04:43:46.458Z
L0974,L,LIRE,nom féminin,"Étymologie : xvie siècle. Emprunté de l’italien lira, désignant d’abord une unité de masse, puis plusieurs monnaies italiennes, lui-même issu du latin libra, « poids, mesure ».","Ancienne unité monétaire de l’Italie qui fut remplacée par l’euro.
Un billet de mille lires.",2026-06-04T04:43:53.667Z
L1075,L,LIVRE,nom féminin,"Étymologie : xe siècle, livra. Issu du latin libra, « poids, mesure ».","1. 
En France.
Sous l’Ancien Régime, unité de masse dont la valeur variait selon les provinces.
La livre valait à Paris quatre-cent-quatre-vingt-dix grammes.
La livre se divisait en seize onces.
▪ Désigne aujourd’hui, dans la langue courante, un poids d’un demi-kilogramme ou cinq cents grammes (s’emploie surtout en parlant de denrées alimentaires).
Une livre et demie de viande.
Une demi-livre de beurre.
Un pain d’une livre.
Vendre, acheter à la livre.


2. 
Unité de masse en vigueur au Royaume-Uni et au Canada (symbole : lb), où elle est utilisée concurremment avec celle du système métrique.
La livre ou livre anglaise correspond à 453,59 grammes.
Désigne aussi l’unité de masse équivalente en vigueur aux États-Unis.",2026-06-04T04:43:55.639Z
M0317,M,MÂLE,nom masculin et adjectif,"Étymologie : xiie siècle, mascle, masle. Issu du latin masculus, de même sens.","1. 
Chez les espèces animales qui présentent un dimorphisme sexuel, désigne l’individu qui produit les gamètes fécondants, appelés spermatozoïdes.
Le mâle et la femelle.
Le cerf est le mâle de la biche.
Chez le paradisier, le mâle porte un plumage aux couleurs chatoyantes.

2. 
En termes de généalogie, de succession, s’emploie pour désigner l’homme.
La loi salique ne donnait qu’aux mâles le droit de succéder à la Couronne.

3. 
Fam. et souvent plaisant.
Homme qui manifeste la force, l’énergie, la vigueur correspondant à l’image traditionnelle, voire stéréotypée, que l’on peut avoir de son sexe.
C’est un vrai mâle.",2026-06-04T04:47:01.897Z
M0569,M,MANOUCHE,nom,"Étymologie : xxe siècle. Emprunté du romani manus, « homme », lui-même probablement issu du sanscrit manusa, « homme, être humain ».","1. 
Désignait naguère, parfois de manière péjorative, les membres de communautés nomades qu’on appelait aussi bohémiens, gitans, romanichels.

2. 
Avec une majuscule.
Membre d’un des trois groupes issus de la population rom, principalement installé dans les pays germanophones.
Un, une Manouche.
▪ Au masculin.
Le manouche, l’un des dialectes du romani.

▪ Adjectivement.
Une famille manouche.
Spécialement. Marque de domaine : musique.
Jazz manouche, style né dans les années 1930 de la rencontre entre les musiques d’Europe centrale, la musette et le jazz, où dominent la guitare et les instruments à cordes.
Django Reinhardt et Stéphane Grappelli furent les initiateurs du jazz manouche.",2026-06-04T04:47:07.089Z
M1136,M,MARK,nom masculin,"Étymologie : xviiie siècle, marque. Mot allemand, qui a désigné diverses monnaies dans des pays de langue germanique.","1. 
Ancienne unité monétaire de l’Allemagne qui fut remplacée par l’euro.
Un billet de cinquante marks.

2. 
Ancienne unité monétaire de la Finlande qui fut remplacée par l’euro.",2026-06-04T04:47:18.386Z
M1256,M,"MASCULIN, MASCULINE",adjectif,"Étymologie : xiiie siècle. Emprunté du latin masculinus, de même sens.","1. 
Qui est de la nature de l’homme ; qui est propre aux hommes, à l’homme.
Il y a peu de personnages masculins dans ce roman.
Un individu de sexe masculin, du sexe masculin.
Dans le chant, la plus aiguë des voix masculines est celle du haute-contre.
▪ Par extension.
Se dit de certains caractères ou de certains traits, physiques ou moraux, qui correspondent à l’image traditionnelle, voire stéréotypée, que l’on se fait des hommes.
Un visage masculin.
Une allure masculine.
Un comportement typiquement masculin.
Par métonymie.
Il n’est pas très masculin.


2. 
Qui est composé d’hommes.
La population masculine.
Le roi Charles IV mourut sans descendance masculine, ce qui fut l’une des causes de la guerre de Cent Ans.
L’équipe française masculine de gymnastique.

3. 
Qui est destiné ou réservé aux hommes.
Un prénom masculin.
En Écosse, le kilt fait partie du costume traditionnel masculin.
Le décathlon est une discipline sportive masculine.
▪ Spécialement.
Marque de domaine : féodalité.
Fief masculin, que les mâles seuls pouvaient posséder.


4. 
Marque de domaine : grammaire.
Se dit, par opposition au genre féminin et, dans certaines langues, au genre neutre, du genre grammatical dans lequel sont rangés des substantifs, et divers mots qui s’y rattachent, partageant des propriétés sémantiques ou, le plus souvent, formelles.
Les noms ayant pour référent des hommes sont souvent de genre masculin.
« Haltère » et « effluve » sont des noms du genre masculin.
Le genre masculin, aussi appelé « genre non marqué », est utilisé lorsqu’on parle de plusieurs êtres ou choses désignés par des noms masculins et féminins, comme dans « Tous les visiteurs ont été évacués » ou « Les haies et les massifs ont été taillés ».
▪ Par extension.
Qui relève du genre masculin ; qui sert à marquer qu’un mot est masculin.
Un nom, un pronom masculin.
L’adjectif « haret » est un adjectif masculin.
Dans les termes « instituteur », « malin » et « hexagonaux », « ‑eur », « ‑in » et « ‑aux » sont des terminaisons masculines.

▪ Subst. Au masculin.
Un masculin, un mot de genre masculin.
En latin, la deuxième déclinaison regroupe essentiellement des masculins.
Le masculin, la forme masculine d’un mot.
Le masculin et le féminin.
L’accord d’un participe passé se rapportant à la locution « quelque chose » se fait toujours au masculin, comme dans « Quelque chose est tombé ».
Cet adjectif ne s’emploie qu’au masculin.


5. 
Marque de domaine : prosodie.
Rime masculine, constituée de mots dont la dernière voyelle n’est pas un e muet.
L’alternance des rimes masculines et des rimes féminines dans la poésie classique.",2026-06-04T04:47:20.718Z
M1449,M,MEC,nom masculin,"Étymologie : xixe siècle, mecque, « chef ». D’origine obscure.","1. 
Argot. Vieilli.
Homme reconnu dans le monde de la pègre ; désignait aussi parfois le souteneur d’une prostituée.

2. 
Fam.
Homme, individu quelconque.
Un mec lui a volé son portefeuille.
Un beau mec.
Quel pauvre, quel sale mec !
▪ S’emploie aussi pour désigner un homme avec qui une personne est en couple.
Je n’ai jamais rencontré son mec.


3. 
Fam.
S’emploie parfois pour désigner un garçon qui a des attitudes rappelant celles d’un homme adulte.
C’est un vrai petit mec.",2026-06-04T04:47:24.772Z
M1613,M,MÉLÈZE,nom masculin,"Étymologie : xvie siècle, comme nom féminin. Emprunté du dauphinois melese, de même sens, lui-même peut-être issu du latin mel, mellis, « miel ».","■ 
Conifère de la famille des Pinacées, de forme pyramidale, aux cônes dressés et dont les aiguilles, groupées en bouquets, sont caduques.
Une forêt de mélèzes.
▪ Par métonymie.
Le bois de cet arbre, dense et imputrescible.
La ville de Venise est en partie édifiée sur des pieux de mélèze.",2026-06-04T04:47:28.296Z
M1964,M,MÉTIS,adjectif,"Étymologie : xiie siècle, mestiz, « (chien) issu de deux races distinctes » et « (personne) dont les parents sont de condition sociale différente » ; xviiie siècle, au sens 1 ; xixe siècle, au sens 3. Issu du latin chrétien mixticius, « composé, formé d’un mélange », lui-même dérivé de miscere, « mêler, mélanger », avec influence de l’espagnol mestizo, « né d’un Européen et d’une Amérindienne, ou d’un Amérindien et d’une Européenne », pour le sens 1.","1. 
Se dit d’une personne dont les parents ont des couleurs de peau différentes.
Des enfants métis.
Une femme métisse.
Subst.
Un métis, une métisse.

2. 
Marque de domaine : biologie.
Se dit d’un animal, d’une plante issus du croisement d’individus de la même espèce mais qui appartiennent à des races, à des variétés différentes.
Une vache métisse.
Une vigne métisse.

3. 
Marque de domaine : textile.
Se dit d’un tissu dont la trame est en lin et la chaîne en coton.
La toile métisse est utilisée pour la confection de linge de maison.
Subst.
Drap de métis.",2026-06-04T04:47:35.601Z
M1965,M,MÉTISSAGE,nom masculin,Étymologie : xixe siècle. Dérivé de métis.,"1. 
Action de métisser ou de se métisser ; résultat de cette action.
Le métissage de la population aux États-Unis.
La colonisation portugaise s’est accompagnée d’une politique de métissage.
▪ Par extension.
Le métissage culturel, linguistique entre deux peuples.


2. 
Marque de domaine : biologie.
Croisement entre deux races d’animaux ou deux variétés de végétaux de la même espèce, par lequel on crée une race ou une variété nouvelle.",2026-06-04T04:47:35.668Z
M1966,M,MÉTISSER,verbe transitif direct,Étymologie : xixe siècle. Dérivé de métis.,"1. 
Rendre une population plus hétérogène par suite de la reproduction de ses membres avec des individus d’une autre couleur de peau.
S’emploie surtout au passif ou à la forme pronominale.
La population du pays a été métissée conséquemment à diverses vagues de migration.
Par métonymie.
La région s’est progressivement métissée.
▪ Au participe passé, adjectivement.
L’Amérique est un continent métissé.
Une foule métissée, aux multiples origines ethniques.
Par extension.
Qui est issu de diverses provenances géographiques.
Une cuisine métissée.


2. 
Marque de domaine : biologie.
Croiser deux races d’animaux ou deux variétés de végétaux de la même espèce, afin de créer une race ou une variété nouvelle.",2026-06-04T04:47:35.789Z
M2842,M,"MORICAUD, MORICAUDE",nom,"Étymologie : xvie siècle. Dérivé de More, variante graphique de Maure, avec influence du latin médiéval mauriscus, « mauresque ».","■ 
Fam. et péj.
Personne qui a le teint très brun.
Une petite moricaude.
Se rencontrait parfois adjectivement.
Un vieillard moricaud.
▪ Par extension.
Terme de mépris désignant un homme, une femme de couleur.",2026-06-04T04:47:53.000Z
M2927,M,MOTIVATION,nom féminin,Étymologie : xixe siècle. Dérivé de motiver.,"1. 
Marque de domaine : droit.
Le fait de justifier quelque chose par un ou des motifs.
Motivation d’un acte administratif, d’une décision de justice.

2. 
Ce qui explique une action, permet de rendre compte de l’attitude, de la conduite de quelqu’un.
La motivation d’une intervention armée, d’une déclaration de guerre.
On s’interroge sur la motivation de leur départ précipité.
▪ Par extension.
Ce qui pousse quelqu’un à vouloir agir et, en particulier, à vouloir travailler, se consacrer à quelque entreprise.
Quelles sont ses motivations profondes ?
Organiser un séminaire pour renforcer la motivation des employés.

▪ Loc.
Lettre de motivation, qu’écrit une personne à la recherche d’un travail, d’un stage, etc. afin de se présenter, de mettre en avant ses qualités et de montrer son intérêt pour le poste, la formation visés.

▪ Spécialement. Marque de domaine : psychologie.
Ce qui détermine le comportement de quelqu’un dans une situation donnée.
Motivation consciente, inconsciente.
– Marque de domaine : économie.
Ensemble des facteurs expliquant le comportement des acteurs économiques et, en particulier, des consommateurs.
Étude de motivation.

– Marque de domaine : linguistique.
Relation qu’établit le locuteur entre le signifiant et le signifié, ou entre des signes, qui lui permet de déduire le sens de certains mots.
Motivation phonétique, qui est établie entre la sonorité d’un mot et un son, un bruit du monde extérieur.
La motivation phonétique d’une onomatopée.
Motivation morphologique, observée dans les termes où un ou plusieurs composants signifiants peuvent être isolés.
La motivation morphologique d’un diminutif, tel que « maisonnette », qui vient de « maison ».",2026-06-04T04:47:54.706Z
M2928,M,MOTIVER,verbe transitif direct,Étymologie : xviiie siècle. Dérivé de motif.,"1. 
Marque de domaine : droit.
Justifier quelque chose par un ou des motifs.
Motiver un arrêt.
Motiver son refus dans les formes.
Au participe passé, adjectivement.
Avis motivé.
La demande motivée de placement d’un enfant dans une famille d’accueil.
Anciennement.
Ordre du jour motivé, voir Ordre.

2. 
Expliquer une action, être la cause d’une attitude, d’une conduite.
Voilà ce qui a motivé cette mesure.
Rien ne motive sa décision.
▪ Par extension.
Donner à quelqu’un l’envie d’agir et, en particulier, de travailler, de se consacrer à quelque entreprise.
J’ignore ce qui l’a motivée.
Motiver un élève.
Au participe passé, adjectivement.
Des salariés très motivés.

▪ Spécialement. Marque de domaine : linguistique.
Établir la motivation d’un mot.
Surtout au participe passé, adjectivement.
Un signe motivé, non motivé.",2026-06-04T04:47:54.895Z
M3162,M,"MULTIRACIAL, MULTIRACIALE",adjectif,"Étymologie : xxe siècle. Emprunté de l’anglais des États-Unis multiracial, de même sens.",Se dit parfois d’une société où vivent des populations d’origine ethnique différente.,2026-06-04T04:47:59.359Z
N0220,N,NÉGATIONNISME,nom masculin,"Étymologie : xxe siècle. Mot forgé par un historien de la Seconde Guerre mondiale, dérivé de négation, pour remplacer le mot révisionnisme, lequel était utilisé par certains négationnistes pour donner à leur idéologie une légitimité historique.","■ 
Doctrine contestant la réalité et les preuves du génocide des Juifs par les nazis, et niant plus particulièrement l’existence des chambres à gaz dans les camps d’extermination ; attitude, comportement de ceux qui défendent cette doctrine.
En France, le négationnisme est un délit puni par la loi depuis 1990.
▪ Par extension.
S’emploie parfois pour désigner la remise en cause d’autres génocides.",2026-06-04T04:50:20.083Z
N0221,N,NÉGATIONNISTE,adjectif,Étymologie : xxe siècle. Dérivé de négationnisme.,"Relatif au négationnisme ; qui soutient, qui exprime les positions du négationnisme.
Un ouvrage négationniste.
Un idéologue négationniste.
Subst.
Un, une négationniste.",2026-06-04T04:50:20.163Z
N0239,N,"NÈGRE, NÉGRESSE",nom et adjectif,"Étymologie : xvie siècle. Emprunté, par l’intermédiaire de l’espagnol ou du portugais negro, du latin niger, nigra, nigrum, « noir, sombre ».","1. 
N.
Terme qui désignait un homme noir, une femme noire et, plus spécialement, un esclave noir, une esclave noire, et qui, devenu dépréciatif, ne s’emploie plus qu’avec une intention raciste et injurieuse.
Le terme « nègre » a été revendiqué au xxe siècle par des écrivains noirs, comme Aimé Césaire et Léopold Sédar Senghor, pour affirmer leur identité.
En créole haïtien, « nèg », qui vient de « nègre », peut désigner un homme, quelle que soit sa couleur de peau.
Un chapitre de l’ouvrage de Montesquieu, « De l’esprit des lois », est intitulé « De l’esclavage des nègres ».
L’essai de Pierre Vallières, « Nègres blancs d’Amérique », publié en 1968, dénonce la condition des prolétaires québécois.
En composition.
Petit-nègre, Tête-de-nègre, voir ces mots.
▪ Loc. et expr. vieillies.
Traiter quelqu’un comme un nègre, le traiter avec beaucoup de dureté et de mépris.
Travailler comme un nègre, travailler sans relâche, sans répit.
Fig.
Nègre blanc, se dit de ce qui est formulé en termes ambigus, de manière à ménager des opinions contraires.
Une motion nègre blanc.


2. 
N. m. Fig. et fam.
Personne qui rédige un ouvrage publié sous la signature d’une autre.
RemarqueÀ ce mot, qui a une connotation raciste, on préfèrera Prête-plume.",2026-06-04T04:50:20.576Z
N0241,N,"NÉGRILLON, NÉGRILLONNE",adjectif,Étymologie : xviiie siècle. Dérivé de nègre.,"Terme familier, devenu dépréciatif, qui s’employait pour désigner un enfant noir.",2026-06-04T04:50:20.658Z
N0244,N,NÉGROÏDE,adjectif,"Étymologie : xixe siècle. Composé à l’aide de nègre et de l’élément ‑oïde, tiré du grec eidos, « forme, apparence ».","Terme autrefois utilisé dans la langue savante pour qualifier ce qui présente des caractères physiques observés chez certaines populations noires et qui ne se rencontre plus aujourd’hui que dans des emplois dépréciatifs.
Type négroïde.",2026-06-04T04:50:20.755Z
N0863,N,NYMPHOMANE,adjectif,Étymologie : xixe siècle. Dérivé de nymphomanie.,"1. 
Marque de domaine : pathologie.
Se dit d’une femme qui souffre de nymphomanie.
Subst.
Une nymphomane.

2. 
Marque de domaine : pathologie animale.
Se dit des femelles de certains mammifères qui sont continuellement en chaleur.",2026-06-04T04:50:32.893Z
N0864,N,NYMPHOMANIE,nom féminin,"Étymologie : xviiie siècle. Emprunté du latin médical nymphomania, de même sens, lui-même composé à l’aide du grec numphê, « jeune mariée ; nymphe », puis, en médecine, « clitoris », et mania, « folie ».","1. 
Marque de domaine : pathologie.
Exacerbation du désir sexuel chez une femme.
Le terme « nymphomanie » tend à être remplacé par celui d’« hypersexualité ».

2. 
Marque de domaine : pathologie animale.
Le fait, pour les femelles de certains mammifères, d’être continuellement en chaleur.
La nymphomanie peut s’observer en cas de dérèglement hormonal.",2026-06-04T04:50:32.966Z
O0114,O,OCCASIONNALISME,nom masculin,Étymologie : xixe siècle. Dérivés d’occasionnel.,"Marque de domaine : philosophie.
Doctrine développée par Malebranche, selon laquelle il n’existe, en dehors de l’action de Dieu, seule cause efficace, que des causes occasionnelles.",2026-06-04T04:53:41.060Z
O0673,O,"ORDONNÉ, ORDONNÉE",adjectif et nom féminin,Étymologie : xive siècle. Tiré du participe passé d’ordonner.,"1. 
Qui est dans un certain ordre et, en particulier, qui est convenablement ou harmonieusement disposé, dont les parties s’accordent et s’équilibrent.
Les éléments de cette fresque sont savamment ordonnés.
Une maison bien ordonnée, bien tenue, où les choses sont à leur place.
▪ Spécialement. Marque de domaine : mathématiques.
Ensemble ordonné, qui est muni d’une relation d’ordre.

▪ Expr. fig.
Une tête bien, mal ordonnée, un esprit juste et méthodique, confus et brouillon.

▪ Prov.
Charité bien ordonnée commence par soi-même.


2. 
Qui possède des qualités d’ordre et de méthode.
C’est quelqu’un de très ordonné.
Cet enfant n’est guère ordonné.",2026-06-04T04:53:51.924Z
O0691,O,ORFRAIE,nom féminin,"Étymologie : xiiie siècle. Altération d’osfraie, issu du latin ossifraga, proprement, « qui brise les os », qui désignait un rapace se nourrissant de poissons, lui-même composé à l’aide de os, ossis, « os », et de frangere, « briser ».","■ 
Nom qu’on donnait autrefois au balbuzard ou au pygargue à queue blanche.
▪ Par extension et abusivement.
Effraie.
Ne s’emploie plus que dans l’expression Pousser des cris d’orfraie (par référence aux cris aigus et plaintifs que cet oiseau émet à la nuit tombante), en parlant d’une personne, pousser des cris stridents ou, au figuré, protester avec véhémence.",2026-06-04T04:53:52.337Z
P1172,P,PÉDÉRASTE,nom masculin,"Étymologie : xvie siècle. Emprunté du grec paiderastês, « homme qui aime les jeunes garçons », composé à l’aide de pais, paidos, « jeune garçon », et de erastês, « celui qui initie la relation amoureuse », lui-même tiré de erân, « désirer ».","1. 
Homme adulte qui s’adonne à la pédérastie.

2. 
S’est employé péjorativement au sens d’Homosexuel.",2026-06-04T04:57:19.607Z
P1173,P,PÉDÉRASTIE,nom féminin,"Étymologie : xvie siècle. Emprunté du grec paiderastia, de même sens, lui-même dérivé de paiderastês, « pédéraste ».","1. 
Attirance sexuelle éprouvée par un homme adulte pour les jeunes garçons ; commerce charnel d’un homme adulte et d’un jeune garçon.
En Grèce antique, la pédérastie avait une vocation culturelle et initiatique.

2. 
S’est employé péjorativement au sens d’Homosexualité masculine.",2026-06-04T04:57:19.685Z
P1204,P,PÉDOPHILE,adjectif,"Étymologie : xixe siècle. Composé de pédo- [i] et de ‑phile, tiré du grec philos, « qui aime ».","1. 
Se dit d’une personne qui est sujette à la pédophilie.
Un pervers pédophile.
▪ Par extension.
Se dit d’un individu qui commet un crime relevant de la pédophilie (on dit, dans la langue juridique, Pédocriminel).

▪ Subst.
L’arrestation d’un pédophile.


2. 
Relatif à la pédophilie.
Un acte pédophile.
Un réseau pédophile de prostitution.
Les sites pédophiles de l’internet.",2026-06-04T04:57:20.320Z
P1205,P,PÉDOPHILIE,nom féminin,Étymologie : xixe siècle. Dérivé de pédophile.,"■ 
Perversion sexuelle d’une personne adulte qui est attirée sexuellement par les enfants, qui assouvit ses désirs sexuels avec des enfants.
▪ Par extension.
Ensemble des actes criminels de nature sexuelle commis sur des enfants ou qui ont trait à l’exploitation sexuelle d’enfants (on dit, dans la langue juridique, Pédocriminalité).",2026-06-04T04:57:20.391Z
P1367,P,PENNY,nom masculin,"Étymologie : xve siècle, peny. Mot anglais.","■ 
Au Royaume-Uni, ancienne subdivision de la livre et du shilling.
Une livre était divisée en vingt shillings, eux-mêmes divisés en douze pence chacun.
Désigne, à partir de l’adoption du système décimal en 1971, la centième partie de la livre.
Deux livres cinquante pence.
Une pièce de un penny ou d’un penny, une pièce de dix pence.
▪ Par métonymie.
Pièce d’une valeur de un penny (en ce sens, on dit au pluriel Pennys ou Pennies  [peniz]).

▪ Expr. fam.
Ça ne vaut pas un penny, cela n’a aucune valeur.",2026-06-04T04:57:23.627Z
P1759,P,PESETA,nom féminin,"Étymologie : xviiie siècle. Mot espagnol, probablement tiré du catalan peceta, « petite pièce ».","Ancienne unité monétaire de l’Espagne qui fut remplacée par l’euro.
Un billet de mille pesetas.
La peseta fut la monnaie officielle de l’Espagne de 1868 à 2002.",2026-06-04T04:57:31.241Z
P2421,P,PIN,nom masculin,"Étymologie : xie siècle. Issu du latin pinus, de même sens.","■ 
Conifère de la famille des Pinacées, dont les aiguilles sont longues et généralement attachées par deux.
La forêt landaise est une forêt de pins.
Pin maritime, pin sylvestre.
Pin parasol ou pin pignon, voir Parasol.
Pin d’Alep, espèce méditerranéenne qui pousse sur des sols calcaires.
Pin laricio, pin de grande hauteur que l’on trouve principalement en Corse.
Des aiguilles de pin.
Pignons, résine de pin.
Pomme de pin, nom que l’on donne couramment au cône de diverses pinacées, notamment du sapin et du pin ; se dit aussi, en termes d’architecture, d’un ornement sculpté qu’on place dans les angles des plafonds à corniche, au sommet des coupoles, etc.
▪ Par métonymie.
Le bois de cet arbre.
Des meubles en pin.
Le pin sert à fabriquer des caisses, des poteaux, du papier.",2026-06-04T04:57:43.908Z
P3146,P,POLAQUE,nom,"Étymologie : xvie siècle, d’abord au sens de « Polonais ». Emprunté du polonais Polak, abréviation de Polanin, « Polonais ».","1. 
N. m.
Cavalier polonais qui servait dans l’armée française aux xviie et xviiie siècles.
Un régiment de polaques.

2. 
N. Fam. et péj. Avec une majuscule.
Désigne un Polonais ou une Polonaise (on écrit aussi Polack).",2026-06-04T04:57:58.396Z
P4466,P,PROFESSIONNALISATION,nom féminin,"Étymologie : xxe siècle. Dérivés de professionnel, avec influence de l’anglais professionalization.","1. 
Transformation, évolution d’une activité, impliquant qu’elle ne soit plus exercée que par des gens de métier.
La professionnalisation de la politique.
Par métonymie.
La suppression du service militaire obligatoire a accéléré la professionnalisation de l’armée française.

2. 
Marque de domaine : enseignement.
Adaptation d’une formation à une activité professionnelle.
Professionnalisation d’une filière.
▪ Par métonymie.
Cet étudiant a signé un contrat de professionnalisation.",2026-06-04T04:58:24.515Z
